Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
5,0.5573,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
9,0.5372,"text, model, based, models, system, language, speech, end, word, knowledge",
1,0.9942,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.9956,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
5,0.6969,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
7,0.3814,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
1,0.7006,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.9944,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.4456,"models, learning, deep, training, model, task, art, images, state, state_art",
0,0.9889,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
3,0.4154,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
8,0.7012,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
2,0.9806,"data, learning, training, model, models, new, language, performance, representations, supervised",
0,0.9802,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
1,0.7077,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.676,"models, learning, deep, training, model, task, art, images, state, state_art",
2,0.2976,"data, learning, training, model, models, new, language, performance, representations, supervised",
0,0.5211,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
8,0.8161,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.8593,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.5226,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.4892,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.6763,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
3,0.3505,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
4,0.8264,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.9952,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
7,0.9956,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
5,0.6139,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
7,0.385,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
5,0.995,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.9901,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.5159,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
2,0.4117,"data, learning, training, model, models, new, language, performance, representations, supervised",
6,0.6939,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
6,0.6447,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
4,0.4944,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.7618,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
6,0.4507,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
8,0.4188,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
3,0.7948,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
5,0.5161,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
8,0.7318,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
2,0.6038,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.7322,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
5,0.7536,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.5813,"models, learning, deep, training, model, task, art, images, state, state_art",
3,0.5265,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
4,0.532,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.5353,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
2,0.4849,"data, learning, training, model, models, new, language, performance, representations, supervised",
7,0.4749,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
4,0.8945,"models, learning, deep, training, model, task, art, images, state, state_art",
0,0.5264,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
7,0.7994,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
1,0.5203,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.9456,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
7,0.9948,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
8,0.7991,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.9957,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
9,0.6104,"text, model, based, models, system, language, speech, end, word, knowledge",
5,0.3595,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
2,0.807,"data, learning, training, model, models, new, language, performance, representations, supervised",
4,0.401,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.5154,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
2,0.9944,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.7686,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
5,0.725,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
3,0.5183,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
6,0.3468,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
2,0.5387,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.9158,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.9328,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
2,0.7601,"data, learning, training, model, models, new, language, performance, representations, supervised",
2,0.8289,"data, learning, training, model, models, new, language, performance, representations, supervised",
0,0.9811,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
9,0.4656,"text, model, based, models, system, language, speech, end, word, knowledge",
7,0.6874,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
8,0.7448,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
2,0.3365,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.3971,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.8643,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
5,0.8925,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.5342,"models, learning, deep, training, model, task, art, images, state, state_art",
4,0.9927,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.7114,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
8,0.4329,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.7077,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.3856,"models, learning, deep, training, model, task, art, images, state, state_art",
2,0.3944,"data, learning, training, model, models, new, language, performance, representations, supervised",
2,0.7807,"data, learning, training, model, models, new, language, performance, representations, supervised",
7,0.3639,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
1,0.5833,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
2,0.7788,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.5837,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.4092,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
2,0.8582,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.6635,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.7012,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.6022,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
1,0.4341,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.7601,"models, learning, deep, training, model, task, art, images, state, state_art",
4,0.5774,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.5504,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.7878,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.9927,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
9,0.994,"text, model, based, models, system, language, speech, end, word, knowledge",
9,0.4878,"text, model, based, models, system, language, speech, end, word, knowledge",
1,0.257,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.7987,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.9893,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
3,0.7017,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
6,0.6201,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
5,0.349,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
5,0.5371,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.776,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.9966,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
8,0.8743,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.9945,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.98,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.8598,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
5,0.7361,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
8,0.7411,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.6936,"models, learning, deep, training, model, task, art, images, state, state_art",
3,0.6337,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
1,0.6697,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.4415,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
8,0.6562,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.5523,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
3,0.3139,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
4,0.7371,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.6397,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.4484,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.6185,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
9,0.5304,"text, model, based, models, system, language, speech, end, word, knowledge",
3,0.5012,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
8,0.7344,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
0,0.9386,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
6,0.5681,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
4,0.5042,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.8718,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.994,"models, learning, deep, training, model, task, art, images, state, state_art",
9,0.5331,"text, model, based, models, system, language, speech, end, word, knowledge",
0,0.8879,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
4,0.9887,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.9944,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
9,0.9902,"text, model, based, models, system, language, speech, end, word, knowledge",
0,0.5111,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
2,0.5588,"data, learning, training, model, models, new, language, performance, representations, supervised",
2,0.4055,"data, learning, training, model, models, new, language, performance, representations, supervised",
4,0.6309,"models, learning, deep, training, model, task, art, images, state, state_art",
2,0.5418,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.3674,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.5351,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.5004,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
9,0.822,"text, model, based, models, system, language, speech, end, word, knowledge",
1,0.5951,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.4857,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
0,0.5859,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
4,0.6784,"models, learning, deep, training, model, task, art, images, state, state_art",
9,0.62,"text, model, based, models, system, language, speech, end, word, knowledge",
2,0.7773,"data, learning, training, model, models, new, language, performance, representations, supervised",
5,0.4637,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
1,0.5113,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.9923,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.7902,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
4,0.8377,"models, learning, deep, training, model, task, art, images, state, state_art",
2,0.9935,"data, learning, training, model, models, new, language, performance, representations, supervised",
4,0.4203,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.4902,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
1,0.5703,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
6,0.7199,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
1,0.5104,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.3995,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.562,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.5745,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.4882,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
1,0.9956,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
3,0.9932,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
8,0.7301,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
7,0.6181,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
3,0.8893,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
4,0.7541,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.9941,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
6,0.2909,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
2,0.5563,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.5879,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.9948,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
6,0.7201,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
2,0.4722,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.5563,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.5757,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
8,0.4924,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.9953,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
9,0.8095,"text, model, based, models, system, language, speech, end, word, knowledge",
8,0.9932,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.5716,"models, learning, deep, training, model, task, art, images, state, state_art",
4,0.8169,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.7142,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
7,0.4873,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
1,0.5709,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.9916,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.7007,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.6089,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
5,0.5797,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
1,0.9941,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.9935,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
9,0.413,"text, model, based, models, system, language, speech, end, word, knowledge",
4,0.3961,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.5799,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
5,0.3428,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.8845,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.989,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.9304,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.5407,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.9879,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
8,0.9916,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
0,0.8885,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
0,0.9189,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
2,0.8367,"data, learning, training, model, models, new, language, performance, representations, supervised",
5,0.7894,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
9,0.6386,"text, model, based, models, system, language, speech, end, word, knowledge",
4,0.9955,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.5699,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
5,0.9409,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
0,0.4926,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
4,0.9946,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.7611,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.4355,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
6,0.666,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
4,0.9896,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.455,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.4134,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.5126,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.6772,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.9899,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
5,0.6696,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
