Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
4,0.5471,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.5498,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.5165,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.5604,"language, text, model, word, models, based, information, task, natural, words",
3,0.3882,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.413,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.7042,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5235,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.5187,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.7942,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.3733,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.6786,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.435,"data, system, learning, systems, research, human, machine, user, speech, s",
0,0.2962,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.5308,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.2669,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.3518,"data, training, model, learning, adversarial, method, loss, space, models, propose",
2,0.3778,"data, training, model, learning, adversarial, method, loss, space, models, propose",
0,0.2447,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.4166,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.6266,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.3548,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.2498,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.206,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.391,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.2786,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.3912,"language, text, model, word, models, based, information, task, natural, words",
7,0.4613,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.603,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.2476,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.8401,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.4467,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.527,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3099,"language, text, model, word, models, based, information, task, natural, words",
5,0.5319,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.5444,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.5784,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.5851,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.3719,"data, training, model, learning, adversarial, method, loss, space, models, propose",
3,0.5452,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
7,0.3392,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.7152,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
3,0.3864,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.4647,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
9,0.3399,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.3312,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.6443,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.5189,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.7259,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
6,0.6331,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.2828,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.6603,"data, system, learning, systems, research, human, machine, user, speech, s",
7,0.2007,"data, system, learning, systems, research, human, machine, user, speech, s",
2,0.3567,"data, training, model, learning, adversarial, method, loss, space, models, propose",
7,0.5693,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.5609,"language, text, model, word, models, based, information, task, natural, words",
4,0.646,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4392,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.2845,"data, system, learning, systems, research, human, machine, user, speech, s",
5,0.3993,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.392,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.4527,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.3401,"language, text, model, word, models, based, information, task, natural, words",
8,0.4041,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.7941,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.2155,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.6142,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.7044,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.378,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.4815,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.3478,"language, text, model, word, models, based, information, task, natural, words",
4,0.7237,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.2867,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.4757,"language, text, model, word, models, based, information, task, natural, words",
4,0.6516,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.7185,"language, text, model, word, models, based, information, task, natural, words",
6,0.536,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.3344,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.7182,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6281,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.3255,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.4064,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.5691,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.513,"language, text, model, word, models, based, information, task, natural, words",
6,0.5326,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.2458,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.4176,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6166,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4096,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.4862,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.4151,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.3081,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.4262,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.6152,"data, training, model, learning, adversarial, method, loss, space, models, propose",
0,0.3469,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.2799,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.513,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.3573,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.4394,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.4513,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.2832,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.5112,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.4281,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.6646,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.5451,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.5059,"language, text, model, word, models, based, information, task, natural, words",
8,0.2757,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4195,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5594,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.4648,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.5082,"language, text, model, word, models, based, information, task, natural, words",
0,0.3583,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.9004,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6407,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3489,"language, text, model, word, models, based, information, task, natural, words",
5,0.3219,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
0,0.4285,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.7915,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.8263,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.3818,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.3773,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.4176,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.2464,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.6827,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.3988,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.6208,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8463,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.3185,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.6814,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.8658,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.3695,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.521,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.425,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.3238,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.8626,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.7396,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.5881,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.668,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.2873,"data, system, learning, systems, research, human, machine, user, speech, s",
3,0.5599,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
2,0.3858,"data, training, model, learning, adversarial, method, loss, space, models, propose",
6,0.6011,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.6851,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3222,"language, text, model, word, models, based, information, task, natural, words",
8,0.4341,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.2035,"data, system, learning, systems, research, human, machine, user, speech, s",
0,0.3994,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
5,0.4871,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
7,0.3712,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.5241,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.7856,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.8073,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
3,0.6617,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.5942,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.4886,"language, text, model, word, models, based, information, task, natural, words",
4,0.5995,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.3931,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.7366,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.5897,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.4219,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.3485,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.3499,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.5362,"language, text, model, word, models, based, information, task, natural, words",
8,0.8236,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.2992,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
7,0.369,"data, system, learning, systems, research, human, machine, user, speech, s",
0,0.6809,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
0,0.4267,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.3625,"language, text, model, word, models, based, information, task, natural, words",
8,0.3508,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.712,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.5573,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.5121,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.2552,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.4238,"language, text, model, word, models, based, information, task, natural, words",
8,0.3084,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.323,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.4868,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.6564,"data, training, model, learning, adversarial, method, loss, space, models, propose",
0,0.2694,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
7,0.2679,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.4864,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.4373,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.2312,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.3504,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.7204,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.4421,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
5,0.3607,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.565,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.3876,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3875,"language, text, model, word, models, based, information, task, natural, words",
6,0.292,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.5958,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4925,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8185,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.3565,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
6,0.4849,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.3742,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.3178,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.4665,"language, text, model, word, models, based, information, task, natural, words",
1,0.551,"language, text, model, word, models, based, information, task, natural, words",
3,0.5673,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.2492,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.3111,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.3921,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.7077,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.323,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.6675,"language, text, model, word, models, based, information, task, natural, words",
4,0.4726,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.3652,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.3967,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.6442,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.3931,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.3711,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
0,0.398,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.5092,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.2666,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.4357,"language, text, model, word, models, based, information, task, natural, words",
5,0.3556,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
0,0.429,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.4264,"language, text, model, word, models, based, information, task, natural, words",
1,0.4096,"language, text, model, word, models, based, information, task, natural, words",
2,0.3978,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.2845,"language, text, model, word, models, based, information, task, natural, words",
6,0.4217,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.4891,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.8929,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.4163,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.4556,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.6049,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.2335,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.3368,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.7285,"language, text, model, word, models, based, information, task, natural, words",
5,0.3948,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.5592,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3212,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.4105,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.6187,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.3448,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.5075,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.4868,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
3,0.4793,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
6,0.557,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.6776,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.4288,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3256,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.3848,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.3989,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.5397,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.5361,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.2466,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.9083,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.5081,"language, text, model, word, models, based, information, task, natural, words",
9,0.3697,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.3691,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.2451,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.4515,"language, text, model, word, models, based, information, task, natural, words",
8,0.583,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.5672,"data, system, learning, systems, research, human, machine, user, speech, s",
2,0.4311,"data, training, model, learning, adversarial, method, loss, space, models, propose",
7,0.3852,"data, system, learning, systems, research, human, machine, user, speech, s",
7,0.5321,"data, system, learning, systems, research, human, machine, user, speech, s",
9,0.3455,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.5881,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.6562,"data, training, model, learning, adversarial, method, loss, space, models, propose",
0,0.2524,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.445,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.3182,"data, system, learning, systems, research, human, machine, user, speech, s",
9,0.305,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.5492,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.6488,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.3768,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
2,0.4615,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.6796,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.4928,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.4501,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.768,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.4235,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.4395,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.3322,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.4156,"language, text, model, word, models, based, information, task, natural, words",
2,0.5489,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.475,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
0,0.2569,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.7782,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.7438,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.379,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.5355,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.4979,"language, text, model, word, models, based, information, task, natural, words",
6,0.751,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
3,0.665,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.3652,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.2523,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.7161,"language, text, model, word, models, based, information, task, natural, words",
7,0.2757,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.3375,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.7166,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.3726,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.3849,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.3334,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6105,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.62,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4064,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.6292,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.5385,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.3829,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
7,0.2828,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.4703,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.7768,"language, text, model, word, models, based, information, task, natural, words",
1,0.4671,"language, text, model, word, models, based, information, task, natural, words",
3,0.4143,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.496,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
0,0.444,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.683,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.5519,"language, text, model, word, models, based, information, task, natural, words",
4,0.5543,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.4751,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.4968,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.5927,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.7403,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.3591,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.2978,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.4552,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.4685,"data, system, learning, systems, research, human, machine, user, speech, s",
9,0.3224,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.3428,"data, system, learning, systems, research, human, machine, user, speech, s",
5,0.445,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.398,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.6533,"language, text, model, word, models, based, information, task, natural, words",
1,0.4636,"language, text, model, word, models, based, information, task, natural, words",
0,0.3229,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
7,0.5678,"data, system, learning, systems, research, human, machine, user, speech, s",
0,0.4931,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.4341,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.7008,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
3,0.3192,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.4352,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.4195,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.5278,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.6167,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.2737,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
7,0.2715,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.4255,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4563,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.4804,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.493,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.7682,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.4519,"language, text, model, word, models, based, information, task, natural, words",
4,0.605,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6739,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.5893,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.4616,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.7903,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.5783,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8443,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.7559,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.3914,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.5541,"language, text, model, word, models, based, information, task, natural, words",
2,0.441,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.5659,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.4701,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.5689,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.686,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4543,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.5883,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.4245,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.5185,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.4241,"language, text, model, word, models, based, information, task, natural, words",
9,0.4206,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.6348,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.3726,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.4998,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.4463,"language, text, model, word, models, based, information, task, natural, words",
5,0.3328,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.6662,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.3401,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.2193,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.8951,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3351,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.4486,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.2792,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.4449,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.6684,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3452,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3737,"language, text, model, word, models, based, information, task, natural, words",
